128
128
84,0,85,97,41,14,44,34,52,62,85,93,29,91,76,74,32,38,25,24,54,53,36,53,39,86,36,38,19,91,58,3,92,43,53,85,9,97,72,62,59,57,7,40,1,35,14,33,25,91,57,31,44,46,85,84,32,73,22,52,64,80,7,8,76,60,46,85,57,70,99,68,27,6,61,80,94,75,65,19,19,23,3,63,21,88,47,53,13,22,57,77,54,65,38,30,77,84,68,35,54,67,55,33,26,16,14,20,44,79,91,63,54,94,78,27,34,26,81,47,0,90,77,54,55,15,37,85
51,5,20,57,24,27,90,2,96,56,74,40,88,66,55,94,12,33,22,47,11,55,94,63,45,71,18,53,38,7,38,89,64,10,46,40,37,89,43,33,45,17,25,85,35,32,80,48,66,54,95,29,9,41,93,54,65,63,7,3,70,45,45,34,7,43,26,45,32,69,30,30,39,8,15,74,40,47,74,58,1,69,40,10,63,33,65,28,96,24,83,18,22,28,4,29,24,30,26,56,52,9,38,91,17,6,17,9,53,92,20,55,13,60,17,76,93,34,56,41,59,40,11,33,20,67,14,44
97,41,53,1,2,91,92,19,97,10,80,3,54,0,58,67,60,27,44,5,62,0,98,73,92,9,6,13,76,20,57,26,13,62,27,15,6,72,86,55,82,67,58,36,19,68,55,80,96,99,37,58,52,36,83,44,45,89,57,74,61,67,0,27,81,79,94,87,51,81,43,85,0,1,21,19,22,77,51,18,28,89,28,80,25,11,77,22,52,86,96,65,5,48,44,87,28,39,74,79,72,69,65,72,23,38,43,45,67,47,15,48,88,43,80,13,6,57,87,10,44,36,27,49,84,72,88,64
63,63,44,35,84,61,7,7,51,2,52,71,1,67,19,89,62,99,54,20,9,42,82,5,78,62,6,14,34,95,79,97,10,75,32,94,88,91,2,39,45,6,62,47,26,81,36,40,33,91,61,94,85,95,99,15,57,5,29,91,52,8,40,62,35,24,9,23,67,63,15,65,69,77,12,95,11,0,36,44,43,49,38,80,44,89,95,54,46,25,97,99,85,38,13,73,14,22,96,34,85,11,99,7,41,63,54,52,15,42,48,11,91,86,91,88,27,87,42,73,64,39,24,1,29,38,74,96
12,23,30,50,86,81,57,27,44,11,79,59,54,27,22,97,65,14,85,44,53,79,18,69,71,94,22,0,32,97,48,97,72,78,47,58,59,4,38,55,15,69,67,21,49,89,19,66,3,56,11,8,36,81,77,59,75,0,11,60,49,60,57,21,38,4,31,50,8,21,5,75,91,24,49,40,14,68,6,69,76,69,78,64,50,55,23,26,55,35,86,56,95,43,77,85,47,61,87,7,82,45,34,25,69,83,65,83,51,24,53,80,93,31,44,44,38,68,22,94,3,8,2,50,51,32,35,50
93,23,9,27,68,43,53,89,27,70,73,30,46,78,10,92,9,55,36,99,75,10,93,30,18,48,80,21,80,67,71,73,42,80,52,62,23,57,52,2,28,25,33,26,55,95,18,16,2,6,15,77,16,61,59,34,9,39,55,89,59,78,14,1,58,66,64,34,24,16,36,4,93,21,30,48,69,49,16,71,7,31,1,24,92,12,58,1,52,66,42,11,44,56,64,55,75,28,41,51,96,77,7,41,51,89,41,72,38,57,95,98,41,96,22,33,61,32,87,13,50,29,76,95,38,92,2,65
73,43,68,69,72,75,63,75,64,4,47,55,14,43,53,55,91,27,40,52,59,27,17,10,9,93,57,99,86,59,16,11,54,84,80,26,59,95,2,75,0,49,30,66,92,35,21,36,62,13,88,22,41,6,84,2,51,93,53,89,52,69,0,6,53,33,84,64,28,86,39,80,36,22,46,80,57,19,68,72,33,57,46,26,15,30,80,18,23,33,8,27,2,60,85,7,93,69,71,74,56,62,54,44,84,53,76,94,24,45,66,9,54,12,35,69,94,67,87,17,0,47,96,2,8,81,9,53
2,32,27,10,95,34,54,79,39,83,25,63,80,91,73,34,55,60,55,49,28,42,18,80,42,14,35,2,47,44,55,50,29,35,60,24,69,67,55,60,2,33,23,82,24,48,16,80,61,71,81,89,65,0,21,59,66,56,61,14,53,17,16,82,4,28,58,25,95,65,85,97,98,8,31,23,9,47,55,70,70,36,11,88,88,32,47,55,89,9,69,42,78,37,76,82,65,34,7,13,99,44,62,50,4,46,25,13,93,80,83,16,68,46,4,57,79,51,12,20,12,33,14,90,70,90,24,87
76,83,52,27,27,67,77,32,13,2,97,58,34,81,74,3,79,30,60,10,82,24,30,46,57,96,89,79,38,13,18,14,49,23,42,76,42,71,60,55,26,58,65,60,91,40,63,70,22,75,81,4,99,63,3,56,60,92,87,98,5,58,65,54,81,59,83,23,30,43,30,56,1,95,17,44,87,32,15,10,8,96,66,59,11,69,68,71,13,55,22,71,13,87,77,46,46,60,69,28,56,99,37,9,47,6,54,34,38,69,96,98,17,63,58,28,84,26,52,98,33,26,69,99,13,46,45,11
7,15,91,15,66,28,24,13,86,78,48,77,99,44,75,16,59,85,97,44,63,1,42,49,27,63,48,40,9,93,3,68,60,46,83,27,27,60,40,13,38,40,90,90,37,18,58,48,55,55,44,19,56,38,20,35,1,68,27,11,13,30,31,74,29,67,1,56,27,93,69,17,86,12,7,75,30,66,23,37,73,20,56,82,58,28,17,60,96,45,23,10,27,54,84,56,73,37,12,0,82,34,18,20,46,77,95,28,43,71,65,69,43,74,51,1,2,20,61,51,17,36,61,97,43,97,53,16
86,18,17,20,4,87,41,2,64,88,82,60,11,99,29,54,73,32,56,28,52,69,31,22,6,44,19,49,93,72,17,79,42,34,51,46,21,92,0,38,33,82,98,44,82,27,51,7,59,59,87,63,28,18,85,86,14,4,87,7,29,5,38,23,91,90,70,65,82,22,3,15,5,1,12,87,28,63,94,39,22,34,54,2,52,40,89,67,96,28,26,25,33,65,1,77,55,23,42,37,45,45,5,50,46,17,89,26,32,84,65,6,70,19,8,22,11,49,41,60,30,68,37,63,33,38,40,88
61,34,77,7,79,82,57,25,51,47,51,35,83,68,41,53,40,2,27,3,3,21,63,33,89,1,49,74,39,41,14,1,76,91,8,55,26,17,33,29,16,36,17,99,57,10,4,97,12,84,52,68,5,16,1,46,17,2,20,8,44,34,9,72,77,69,27,55,87,12,85,55,49,54,55,6,64,11,55,29,95,7,97,52,75,50,98,92,53,70,53,49,4,14,21,34,84,0,89,23,13,26,78,14,80,85,72,97,49,79,26,96,86,23,49,62,25,47,6,78,18,59,79,74,74,0,60,10
53,50,85,66,28,15,32,61,1,4,58,2,83,84,98,21,59,47,35,84,47,42,15,65,53,46,91,79,47,52,41,0,54,26,18,34,42,50,95,95,6,5,97,41,41,95,62,0,95,98,37,42,92,4,59,45,50,2,77,49,54,18,1,60,97,71,95,39,73,42,86,79,0,83,20,41,30,83,94,77,33,83,19,25,39,30,70,41,33,99,91,87,18,44,0,15,16,47,6,41,41,92,21,41,27,93,83,9,76,29,87,61,64,58,86,3,89,9,44,22,8,87,61,78,84,61,45,0
60,51,93,2,95,14,43,74,8,78,84,36,7,71,98,71,29,36,26,18,45,71,92,6,10,54,84,94,67,30,46,80,33,40,82,81,54,25,55,14,56,39,3,15,62,1,87,44,89,65,14,35,36,7,41,47,13,77,41,32,59,40,12,45,80,94,26,34,72,33,1,28,25,4,43,87,57,82,31,46,48,46,33,36,5,26,35,18,4,29,2,15,69,15,60,49,61,38,35,85,72,36,13,97,92,9,36,1,43,20,48,91,18,81,80,23,60,15,93,64,96,95,79,65,62,92,66,76
30,2,61,54,90,27,3,35,88,40,36,31,60,84,75,78,18,55,53,78,22,46,94,19,93,25,36,8,69,3,84,52,57,97,6,99,24,10,34,12,2,71,96,14,7,71,44,77,78,97,7,0,95,53,71,88,79,60,48,0,63,32,52,72,30,59,71,6,21,58,71,23,81,67,37,40,38,81,18,16,30,77,68,25,31,92,65,62,52,14,62,67,98,15,39,80,26,62,87,47,72,10,22,53,29,11,94,67,92,64,35,74,41,55,99,24,47,16,38,99,30,1,18,81,68,9,61,46
72,0,93,96,62,67,50,91,78,96,10,70,12,97,96,53,53,47,30,52,63,68,4,46,21,22,27,89,32,40,35,56,41,80,52,3,47,54,47,25,50,57,47,62,55,43,68,8,90,50,12,6,18,16,52,40,39,31,29,23,71,17,79,64,49,31,20,97,38,67,22,40,24,22,3,31,17,23,91,8,73,4,14,43,20,18,83,11,49,65,34,72,82,13,89,83,97,9,80,35,28,55,27,4,77,30,36,94,5,27,54,30,83,20,74,4,38,57,15,39,74,2,64,56,15,53,40,64
62,72,51,42,27,79,46,56,61,82,3,67,62,9,49,45,30,23,1,20,33,17,12,7,71,76,16,86,29,8,3,43,80,54,85,60,85,31,68,47,66,71,66,28,81,15,25,63,91,27,83,24,96,47,83,67,23,99,5,52,7,8,47,40,15,32,52,0,16,20,47,82,44,65,10,77,33,35,40,24,14,75,0,10,23,83,77,46,83,83,51,42,91,98,82,58,83,34,59,99,7,58,81,51,24,43,28,57,30,20,33,45,95,33,55,70,68,85,69,3,68,72,46,11,22,80,70,5
67,29,56,74,39,89,77,15,32,57,24,15,77,57,60,24,42,67,95,63,52,16,66,72,88,64,84,10,97,6,68,64,87,24,90,26,14,19,42,98,76,66,13,53,76,25,29,70,45,24,33,49,92,52,22,80,16,6,43,13,12,11,29,99,35,71,77,1,42,71,0,18,38,13,23,66,91,53,88,36,29,22,85,22,74,7,54,42,65,97,8,29,8,89,80,96,13,58,97,55,29,49,74,19,15,49,37,6,2,26,42,84,0,79,58,26,39,12,68,4,10,28,86,70,18,66,18,31
76,68,86,58,17,12,29,32,62,67,38,16,93,32,0,45,64,58,71,3,71,39,59,33,68,45,55,38,64,74,69,92,42,55,50,11,20,80,44,82,99,34,98,44,19,99,89,83,9,60,86,32,51,97,65,19,43,21,57,59,47,78,51,41,86,54,52,6,34,48,40,85,83,38,29,2,89,70,37,51,30,75,83,81,72,49,53,67,22,62,26,21,93,30,62,79,84,14,37,70,63,77,55,98,15,36,52,57,6,89,8,88,64,91,69,88,92,74,56,66,89,34,87,82,64,1,61,48
68,98,18,31,75,25,81,42,61,33,51,19,74,59,7,90,3,29,78,47,3,86,14,92,21,53,74,85,55,87,86,23,37,4,6,64,82,87,7,43,72,10,63,98,70,70,88,25,99,18,72,55,5,86,99,78,40,26,63,95,13,49,70,3,6,76,67,88,63,26,83,87,37,46,85,7,69,25,84,20,43,56,27,0,43,27,78,35,53,94,82,18,43,52,21,1,28,89,41,43,15,25,82,52,23,67,11,92,44,95,65,87,52,92,40,47,19,18,34,72,12,16,91,8,68,12,9,48
53,51,91,69,28,73,73,51,92,85,44,36,32,61,75,36,53,67,83,73,86,69,97,50,85,40,58,5,5,20,53,58,23,96,79,51,21,53,2,65,90,98,1,22,59,29,59,65,96,94,38,34,64,87,85,1,80,43,7,37,15,12,95,38,9,27,89,82,80,44,48,70,42,1,44,54,30,55,19,79,50,9,65,66,48,50,19,28,46,26,65,61,91,13,0,0,40,41,82,72,85,30,94,80,84,38,34,14,94,5,45,96,14,11,14,14,13,33,43,59,60,60,73,3,25,25,3,65
66,37,37,4,20,31,36,4,22,22,70,16,27,68,64,93,79,78,7,44,11,2,4,23,63,77,26,88,54,81,6,20,71,95,76,91,79,12,47,1,34,69,69,61,37,33,6,68,11,14,13,74,16,69,98,79,98,76,20,52,58,26,72,29,21,1,72,0,13,19,53,48,88,22,61,26,7,68,46,70,34,59,45,50,28,95,82,26,71,54,78,81,32,3,10,53,4,34,6,69,53,11,69,94,34,83,72,93,3,18,64,37,78,61,39,58,8,73,85,31,27,15,13,59,70,75,65,74
10,23,96,15,34,65,9,68,48,81,14,3,52,78,40,82,91,32,40,99,5,77,30,33,93,43,44,63,71,9,90,81,32,38,96,67,3,6,87,4,39,1,59,43,31,0,25,22,32,66,73,89,95,4,74,88,99,19,4,70,80,46,3,65,84,0,84,39,58,71,95,49,25,55,93,56,7,70,31,91,36,4,80,84,60,7,72,60,26,28,82,58,26,86,23,62,38,7,2,96,31,49,45,8,56,90,64,15,61,47,6,49,4,39,33,64,46,58,76,24,38,59,82,65,97,58,27,35
17,81,31,48,31,28,56,87,71,73,3,32,72,61,33,76,52,67,41,50,77,69,74,15,28,9,80,25,19,8,12,36,89,43,85,72,24,93,12,95,18,15,79,91,28,64,19,33,31,12,83,8,82,10,76,10,19,56,88,38,16,0,26,6,96,63,78,72,57,90,67,27,57,98,70,38,62,90,71,46,2,6,6,84,16,82,47,35,91,35,25,7,87,52,65,83,15,96,7,24,38,74,4,48,24,74,86,39,64,9,85,19,15,43,3,32,26,50,19,69,37,97,76,77,1,42,12,68,
